Coac;Marasbot;Conrisc;AntiSquid;Baseline1;Baseline2;UJIAgent1;UJIAgent2
94.21;46.71;42.19;50.73;25.52;37.10;44.62;58.88
94.21;46.72;42.19;50.73;25.52;37.10;44.63;58.89
94.21;46.71;42.20;50.73;25.52;37.09;44.62;58.88
94.22;46.72;42.19;50.73;25.52;37.08;44.63;58.87
94.22;46.71;42.19;50.72;25.51;37.08;44.64;58.89
94.22;46.70;42.19;50.72;25.55;37.07;44.64;58.90
94.22;46.70;42.19;50.70;25.55;37.07;44.64;58.90
94.21;46.72;42.18;50.70;25.55;37.07;44.64;58.91
94.21;46.71;42.17;50.69;25.54;37.05;44.66;58.93
94.21;46.72;42.19;50.70;25.52;37.06;44.67;58.94
94.21;46.72;42.18;50.67;25.51;37.06;44.67;58.93
94.21;46.73;42.20;50.67;25.51;37.05;44.66;58.94
94.21;46.72;42.20;50.67;25.50;37.04;44.69;58.94
94.21;46.72;42.21;50.66;25.51;37.05;44.69;58.95
94.22;46.72;42.19;50.65;25.51;37.04;44.68;58.94
94.22;46.72;42.21;50.64;25.51;37.04;44.69;58.93
