Baseline1;Baseline2;Chad;Coac;OneLaneIsEnough;ReinforcedGreediness
 12.98; 16.76; 80.72; 71.43; 58.35; 59.76
 12.97; 16.77; 80.76; 71.41; 58.35; 59.74
 12.97; 16.77; 80.76; 71.45; 58.35; 59.70
 12.94; 16.80; 80.76; 71.43; 58.38; 59.70
 12.97; 16.79; 80.75; 71.44; 58.32; 59.72
 12.97; 16.77; 80.77; 71.44; 58.32; 59.72
 12.98; 16.76; 80.77; 71.48; 58.30; 59.70
 12.98; 16.75; 80.79; 71.48; 58.31; 59.70
 12.99; 16.79; 80.77; 71.47; 58.29; 59.68
 13.01; 16.78; 80.81; 71.45; 58.29; 59.66
 13.02; 16.79; 80.81; 71.51; 58.23; 59.64
 13.01; 16.79; 80.79; 71.51; 58.24; 59.66
 13.01; 16.78; 80.81; 71.53; 58.24; 59.64
 13.02; 16.77; 80.78; 71.54; 58.27; 59.62
 13.02; 16.79; 80.76; 71.58; 58.25; 59.60
 13.01; 16.78; 80.78; 71.58; 58.25; 59.60
 13.03; 16.76; 80.78; 71.60; 58.24; 59.60
 13.06; 16.77; 80.80; 71.61; 58.20; 59.56
 13.08; 16.78; 80.82; 71.61; 58.20; 59.52
 13.05; 16.81; 80.84; 71.63; 58.18; 59.50
 13.02; 16.83; 80.83; 71.67; 58.13; 59.52
 13.04; 16.82; 80.83; 71.66; 58.13; 59.52
 13.05; 16.80; 80.83; 71.66; 58.13; 59.52
 13.02; 16.81; 80.81; 71.68; 58.16; 59.52
 13.02; 16.82; 80.81; 71.71; 58.14; 59.50
 13.05; 16.78; 80.78; 71.75; 58.10; 59.53
 13.05; 16.79; 80.80; 71.77; 58.07; 59.53
 13.06; 16.78; 80.82; 71.79; 58.05; 59.51
 13.03; 16.78; 80.82; 71.82; 58.07; 59.47
 13.05; 16.75; 80.84; 71.82; 58.04; 59.51
 13.02; 16.76; 80.82; 71.88; 58.02; 59.51
 13.03; 16.76; 80.77; 71.87; 58.02; 59.53
 13.01; 16.77; 80.77; 71.89; 58.03; 59.53
 13.04; 16.73; 80.77; 71.91; 57.99; 59.55
 13.04; 16.74; 80.75; 71.92; 58.00; 59.55
 13.03; 16.73; 80.73; 71.92; 58.04; 59.56
 13.00; 16.73; 80.73; 71.92; 58.08; 59.54
 13.00; 16.72; 80.72; 71.93; 58.09; 59.54
 12.97; 16.77; 80.72; 71.95; 58.05; 59.54
 12.99; 16.75; 80.74; 71.94; 58.04; 59.54
 12.96; 16.76; 80.74; 71.94; 58.08; 59.52
 12.95; 16.75; 80.72; 72.00; 58.08; 59.50
 12.95; 16.77; 80.70; 72.01; 58.09; 59.48
 12.92; 16.78; 80.70; 72.05; 58.09; 59.46
 12.90; 16.79; 80.67; 72.04; 58.13; 59.46
 12.89; 16.77; 80.67; 72.02; 58.18; 59.47
 12.87; 16.78; 80.67; 72.06; 58.20; 59.43
 12.88; 16.75; 80.63; 72.07; 58.24; 59.43
 12.87; 16.75; 80.67; 72.07; 58.23; 59.41
 12.87; 16.74; 80.67; 72.04; 58.25; 59.43
 12.88; 16.73; 80.67; 72.06; 58.24; 59.43
 12.90; 16.69; 80.67; 72.09; 58.22; 59.43
 12.89; 16.68; 80.68; 72.11; 58.22; 59.41
 12.88; 16.67; 80.70; 72.12; 58.21; 59.42
 12.90; 16.65; 80.68; 72.12; 58.25; 59.40
 12.91; 16.62; 80.68; 72.17; 58.21; 59.40
 12.89; 16.65; 80.68; 72.19; 58.26; 59.34
 12.88; 16.63; 80.70; 72.21; 58.24; 59.34
 12.88; 16.62; 80.71; 72.22; 58.22; 59.34
 12.87; 16.63; 80.69; 72.25; 58.21; 59.34
 12.85; 16.63; 80.69; 72.27; 58.23; 59.33
 12.82; 16.64; 80.69; 72.30; 58.25; 59.29
 12.84; 16.63; 80.67; 72.32; 58.26; 59.29
 12.83; 16.63; 80.71; 72.31; 58.24; 59.27
 12.82; 16.62; 80.71; 72.35; 58.23; 59.27
 12.86; 16.61; 80.70; 72.34; 58.27; 59.22
 12.89; 16.58; 80.70; 72.36; 58.23; 59.24
 12.87; 16.58; 80.72; 72.35; 58.22; 59.26
 12.86; 16.57; 80.72; 72.35; 58.26; 59.24
 12.84; 16.58; 80.74; 72.36; 58.26; 59.22
 12.85; 16.57; 80.77; 72.36; 58.23; 59.23
 12.82; 16.57; 80.79; 72.35; 58.27; 59.19
 12.84; 16.56; 80.83; 72.35; 58.27; 59.15
 12.85; 16.57; 80.81; 72.36; 58.29; 59.12
 12.85; 16.55; 80.82; 72.38; 58.28; 59.12
 12.82; 16.56; 80.80; 72.39; 58.30; 59.12
 12.80; 16.60; 80.80; 72.41; 58.28; 59.10
 12.81; 16.61; 80.84; 72.40; 58.29; 59.05
 12.81; 16.60; 80.84; 72.45; 58.27; 59.03
 12.78; 16.62; 80.85; 72.45; 58.31; 58.98
 12.76; 16.63; 80.85; 72.43; 58.35; 58.98
 12.77; 16.62; 80.85; 72.44; 58.39; 58.93
 12.80; 16.59; 80.87; 72.45; 58.34; 58.95
 12.78; 16.59; 80.88; 72.47; 58.34; 58.93
 12.78; 16.58; 80.86; 72.48; 58.38; 58.92
 12.75; 16.59; 80.88; 72.48; 58.39; 58.92
 12.75; 16.58; 80.88; 72.51; 58.37; 58.92
 12.76; 16.58; 80.88; 72.52; 58.30; 58.96
 12.79; 16.55; 80.88; 72.52; 58.30; 58.96
 12.81; 16.54; 80.87; 72.53; 58.31; 58.94
 12.82; 16.53; 80.87; 72.55; 58.29; 58.95
 12.81; 16.52; 80.89; 72.54; 58.26; 58.98
 12.81; 16.52; 80.85; 72.57; 58.28; 58.97
 12.84; 16.49; 80.87; 72.57; 58.30; 58.93
 12.85; 16.50; 80.85; 72.62; 58.27; 58.92
 12.85; 16.49; 80.83; 72.61; 58.31; 58.92
 12.82; 16.51; 80.86; 72.57; 58.31; 58.92
 12.82; 16.50; 80.88; 72.57; 58.31; 58.92
 12.87; 16.47; 80.90; 72.56; 58.24; 58.96
 12.86; 16.46; 80.91; 72.56; 58.25; 58.96
 12.88; 16.45; 80.91; 72.61; 58.23; 58.93
 12.87; 16.43; 80.91; 72.62; 58.24; 58.93
 12.86; 16.42; 80.89; 72.63; 58.26; 58.93
 12.88; 16.41; 80.85; 72.65; 58.29; 58.92
 12.87; 16.42; 80.85; 72.68; 58.26; 58.92
 12.87; 16.41; 80.83; 72.67; 58.28; 58.94
 12.88; 16.38; 80.80; 72.70; 58.34; 58.90
 12.86; 16.40; 80.76; 72.73; 58.34; 58.91
 12.87; 16.41; 80.74; 72.75; 58.35; 58.89
 12.88; 16.38; 80.72; 72.74; 58.37; 58.91
 12.88; 16.37; 80.72; 72.74; 58.39; 58.91
 12.85; 16.37; 80.70; 72.73; 58.42; 58.91
 12.83; 16.38; 80.70; 72.73; 58.41; 58.95
 12.84; 16.35; 80.68; 72.69; 58.43; 59.01
 12.86; 16.32; 80.66; 72.65; 58.50; 59.01
 12.87; 16.31; 80.66; 72.66; 58.50; 58.99
 12.86; 16.32; 80.66; 72.69; 58.51; 58.96
 12.86; 16.34; 80.62; 72.72; 58.51; 58.94
 12.91; 16.31; 80.62; 72.72; 58.49; 58.94
 12.92; 16.30; 80.66; 72.71; 58.46; 58.95
 12.95; 16.28; 80.66; 72.74; 58.45; 58.93
 12.94; 16.28; 80.65; 72.75; 58.42; 58.95
 12.94; 16.27; 80.64; 72.77; 58.45; 58.93
 12.92; 16.28; 80.62; 72.78; 58.47; 58.94
 12.89; 16.28; 80.63; 72.77; 58.48; 58.94
 12.89; 16.27; 80.62; 72.79; 58.50; 58.94
 12.90; 16.25; 80.61; 72.78; 58.53; 58.92
 12.88; 16.27; 80.58; 72.79; 58.59; 58.89
 12.86; 16.28; 80.56; 72.79; 58.64; 58.88
 12.85; 16.26; 80.54; 72.82; 58.66; 58.86
 12.86; 16.25; 80.53; 72.83; 58.69; 58.83
 12.86; 16.26; 80.52; 72.83; 58.68; 58.85
 12.84; 16.27; 80.51; 72.82; 58.72; 58.85
 12.83; 16.26; 80.51; 72.83; 58.74; 58.84
 12.81; 16.26; 80.52; 72.81; 58.75; 58.84
 12.81; 16.27; 80.50; 72.82; 58.77; 58.82
 12.80; 16.29; 80.50; 72.84; 58.74; 58.83
 12.78; 16.30; 80.49; 72.80; 58.74; 58.89
 12.78; 16.29; 80.47; 72.81; 58.76; 58.90
 12.77; 16.29; 80.45; 72.82; 58.76; 58.90
 12.75; 16.30; 80.45; 72.82; 58.78; 58.90
 12.76; 16.29; 80.45; 72.81; 58.79; 58.90
 12.77; 16.28; 80.45; 72.82; 58.79; 58.89
 12.77; 16.32; 80.43; 72.84; 58.79; 58.86
 12.76; 16.31; 80.43; 72.83; 58.79; 58.87
 12.81; 16.28; 80.46; 72.81; 58.74; 58.89
 12.81; 16.29; 80.48; 72.79; 58.78; 58.86
 12.80; 16.29; 80.48; 72.78; 58.80; 58.85
 12.78; 16.32; 80.48; 72.83; 58.77; 58.83
 12.78; 16.34; 80.51; 72.81; 58.74; 58.83
 12.77; 16.34; 80.49; 72.82; 58.72; 58.85
 12.75; 16.37; 80.47; 72.82; 58.76; 58.84
 12.73; 16.39; 80.47; 72.81; 58.77; 58.82
 12.72; 16.41; 80.46; 72.81; 58.78; 58.83
 12.72; 16.42; 80.47; 72.80; 58.76; 58.83
 12.75; 16.42; 80.46; 72.80; 58.76; 58.81
 12.74; 16.43; 80.49; 72.79; 58.75; 58.80
 12.77; 16.42; 80.52; 72.77; 58.72; 58.80
 12.77; 16.41; 80.55; 72.75; 58.72; 58.80
 12.75; 16.41; 80.57; 72.76; 58.69; 58.82
 12.73; 16.44; 80.56; 72.77; 58.69; 58.81
 12.71; 16.44; 80.58; 72.75; 58.68; 58.84
 12.68; 16.45; 80.58; 72.75; 58.68; 58.86
 12.70; 16.44; 80.58; 72.76; 58.68; 58.84
 12.68; 16.44; 80.61; 72.74; 58.67; 58.86
 12.69; 16.43; 80.62; 72.75; 58.62; 58.88
 12.67; 16.44; 80.65; 72.73; 58.61; 58.90
 12.68; 16.41; 80.67; 72.74; 58.61; 58.88
 12.66; 16.43; 80.64; 72.77; 58.63; 58.87
 12.69; 16.42; 80.67; 72.73; 58.62; 58.87
 12.67; 16.44; 80.68; 72.71; 58.60; 58.89
 12.66; 16.43; 80.70; 72.71; 58.62; 58.87
 12.66; 16.42; 80.70; 72.74; 58.59; 58.89
 12.67; 16.41; 80.70; 72.73; 58.58; 58.91
 12.67; 16.40; 80.69; 72.73; 58.60; 58.91
 12.68; 16.39; 80.68; 72.74; 58.58; 58.93
 12.66; 16.40; 80.68; 72.75; 58.58; 58.93
 12.65; 16.39; 80.68; 72.76; 58.57; 58.95
 12.65; 16.38; 80.69; 72.74; 58.56; 58.98
 12.66; 16.37; 80.69; 72.75; 58.58; 58.95
 12.67; 16.34; 80.69; 72.78; 58.58; 58.94
 12.65; 16.37; 80.72; 72.79; 58.56; 58.91
 12.65; 16.37; 80.73; 72.80; 58.57; 58.88
 12.64; 16.36; 80.73; 72.85; 58.55; 58.86
 12.64; 16.35; 80.73; 72.83; 58.59; 58.87
 12.64; 16.39; 80.73; 72.84; 58.57; 58.84
 12.62; 16.41; 80.71; 72.85; 58.56; 58.85
 12.63; 16.41; 80.71; 72.87; 58.53; 58.84
 12.62; 16.40; 80.69; 72.90; 58.55; 58.83
 12.62; 16.43; 80.69; 72.90; 58.55; 58.81
 12.60; 16.43; 80.72; 72.86; 58.55; 58.83
 12.60; 16.45; 80.72; 72.87; 58.56; 58.80
 12.59; 16.44; 80.72; 72.84; 58.60; 58.80
 12.60; 16.43; 80.75; 72.82; 58.59; 58.81
 12.60; 16.44; 80.76; 72.83; 58.58; 58.79
 12.58; 16.46; 80.75; 72.84; 58.60; 58.78
 12.59; 16.43; 80.72; 72.84; 58.61; 58.81
 12.59; 16.45; 80.73; 72.83; 58.60; 58.80
 12.58; 16.46; 80.73; 72.83; 58.60; 58.80
 12.58; 16.45; 80.73; 72.85; 58.60; 58.79
 12.58; 16.44; 80.74; 72.86; 58.61; 58.77
 12.56; 16.46; 80.74; 72.87; 58.59; 58.77
 12.54; 16.48; 80.77; 72.89; 58.56; 58.76
 12.52; 16.50; 80.74; 72.90; 58.60; 58.75
 12.53; 16.48; 80.74; 72.91; 58.60; 58.75
 12.54; 16.45; 80.75; 72.93; 58.57; 58.75
 12.52; 16.49; 80.77; 72.91; 58.59; 58.72
 12.53; 16.48; 80.76; 72.94; 58.59; 58.70
 12.53; 16.47; 80.78; 72.95; 58.59; 58.68
 12.53; 16.47; 80.79; 72.96; 58.57; 58.68
 12.51; 16.48; 80.81; 72.96; 58.55; 58.70
 12.53; 16.47; 80.79; 73.00; 58.57; 58.64
 12.54; 16.44; 80.80; 72.99; 58.57; 58.65
 12.54; 16.43; 80.80; 73.02; 58.56; 58.65
 12.52; 16.44; 80.82; 73.04; 58.55; 58.64
 12.55; 16.43; 80.81; 73.04; 58.56; 58.61
 12.53; 16.43; 80.84; 73.02; 58.55; 58.62
 12.53; 16.44; 80.86; 73.03; 58.52; 58.63
 12.51; 16.45; 80.86; 73.01; 58.55; 58.63
 12.50; 16.44; 80.85; 73.03; 58.57; 58.60
 12.51; 16.41; 80.87; 73.03; 58.57; 58.60
 12.53; 16.42; 80.88; 73.02; 58.55; 58.60
 12.51; 16.45; 80.88; 73.01; 58.55; 58.61
 12.50; 16.46; 80.86; 73.00; 58.57; 58.61
 12.50; 16.45; 80.88; 73.00; 58.57; 58.61
 12.50; 16.44; 80.88; 73.02; 58.57; 58.60
 12.51; 16.43; 80.85; 73.00; 58.60; 58.62
 12.53; 16.40; 80.83; 73.01; 58.59; 58.63
 12.54; 16.40; 80.83; 73.02; 58.59; 58.62
 12.54; 16.42; 80.86; 73.00; 58.61; 58.58
 12.54; 16.41; 80.87; 72.97; 58.62; 58.59
 12.58; 16.40; 80.82; 73.00; 58.63; 58.58
 12.60; 16.37; 80.82; 73.02; 58.63; 58.55
 12.60; 16.36; 80.81; 73.02; 58.66; 58.56
 12.59; 16.35; 80.81; 73.00; 58.67; 58.57
 12.58; 16.36; 80.79; 73.01; 58.72; 58.55
 12.57; 16.36; 80.78; 73.02; 58.74; 58.53
 12.60; 16.34; 80.79; 73.01; 58.74; 58.52
 12.58; 16.38; 80.79; 73.02; 58.74; 58.50
 12.58; 16.37; 80.79; 73.02; 58.77; 58.48
 12.57; 16.37; 80.80; 73.01; 58.76; 58.49
 12.57; 16.36; 80.83; 73.01; 58.73; 58.50
 12.55; 16.38; 80.85; 72.98; 58.72; 58.52
 12.53; 16.39; 80.85; 73.00; 58.71; 58.52
 12.51; 16.39; 80.85; 73.01; 58.74; 58.49
 12.54; 16.40; 80.87; 73.01; 58.70; 58.50
 12.52; 16.40; 80.85; 73.00; 58.73; 58.50
 12.50; 16.44; 80.85; 73.03; 58.70; 58.49
 12.50; 16.45; 80.85; 73.05; 58.70; 58.45
 12.51; 16.45; 80.86; 73.06; 58.69; 58.43
 12.49; 16.45; 80.89; 73.06; 58.68; 58.44
 12.49; 16.44; 80.90; 73.07; 58.68; 58.42
 12.47; 16.45; 80.91; 73.08; 58.67; 58.43
 12.50; 16.44; 80.91; 73.09; 58.64; 58.43
 12.49; 16.44; 80.92; 73.10; 58.63; 58.42
 12.49; 16.43; 80.90; 73.13; 58.64; 58.41
 12.50; 16.44; 80.89; 73.13; 58.63; 58.41
 12.50; 16.43; 80.91; 73.14; 58.63; 58.40
 12.49; 16.42; 80.92; 73.12; 58.64; 58.41
 12.50; 16.40; 80.92; 73.13; 58.64; 58.41
 12.50; 16.39; 80.93; 73.11; 58.64; 58.43
 12.50; 16.38; 80.94; 73.08; 58.67; 58.43
 12.49; 16.39; 80.91; 73.09; 58.70; 58.42
 12.50; 16.38; 80.93; 73.10; 58.70; 58.40
 12.51; 16.35; 80.91; 73.11; 58.74; 58.37
 12.51; 16.34; 80.91; 73.09; 58.76; 58.39
 12.51; 16.34; 80.94; 73.07; 58.79; 58.36
 12.50; 16.34; 80.94; 73.09; 58.78; 58.35
 12.50; 16.33; 80.91; 73.10; 58.82; 58.34
 12.51; 16.31; 80.92; 73.09; 58.81; 58.37
 12.49; 16.33; 80.89; 73.10; 58.85; 58.34
 12.48; 16.35; 80.88; 73.12; 58.85; 58.33
 12.47; 16.34; 80.87; 73.13; 58.88; 58.31
 12.48; 16.32; 80.89; 73.14; 58.89; 58.28
 12.47; 16.32; 80.87; 73.15; 58.92; 58.27
 12.49; 16.30; 80.87; 73.17; 58.91; 58.26
 12.47; 16.30; 80.86; 73.21; 58.91; 58.25
 12.50; 16.28; 80.88; 73.18; 58.91; 58.25
 12.49; 16.27; 80.88; 73.20; 58.93; 58.22
 12.48; 16.28; 80.88; 73.21; 58.92; 58.24
 12.46; 16.28; 80.88; 73.22; 58.92; 58.24
 12.46; 16.28; 80.89; 73.21; 58.92; 58.25
 12.45; 16.27; 80.90; 73.22; 58.94; 58.22
 12.46; 16.24; 80.90; 73.24; 58.95; 58.20
 12.45; 16.25; 80.89; 73.28; 58.97; 58.17
 12.44; 16.24; 80.91; 73.28; 58.94; 58.19
 12.45; 16.25; 80.92; 73.26; 58.94; 58.18
 12.49; 16.24; 80.91; 73.27; 58.94; 58.15
 12.49; 16.24; 80.90; 73.28; 58.94; 58.16
 12.48; 16.23; 80.92; 73.27; 58.92; 58.17
 12.49; 16.25; 80.92; 73.28; 58.93; 58.12
 12.49; 16.26; 80.93; 73.28; 58.92; 58.12
 12.47; 16.26; 80.93; 73.28; 58.92; 58.13
 12.48; 16.24; 80.94; 73.29; 58.90; 58.14
 12.47; 16.26; 80.95; 73.32; 58.89; 58.12
 12.45; 16.28; 80.95; 73.32; 58.89; 58.11
 12.45; 16.28; 80.94; 73.32; 58.92; 58.10
 12.46; 16.26; 80.95; 73.32; 58.92; 58.10
 12.44; 16.28; 80.94; 73.34; 58.92; 58.09
 12.44; 16.30; 80.92; 73.32; 58.93; 58.09
 12.42; 16.32; 80.91; 73.32; 58.97; 58.07
 12.40; 16.32; 80.93; 73.30; 58.98; 58.07
 12.41; 16.34; 80.92; 73.31; 58.98; 58.04
 12.41; 16.34; 80.92; 73.32; 58.95; 58.06
 12.43; 16.35; 80.93; 73.30; 58.91; 58.08
 12.43; 16.34; 80.93; 73.28; 58.93; 58.09
 12.43; 16.34; 80.94; 73.29; 58.93; 58.07
 12.43; 16.34; 80.96; 73.27; 58.92; 58.08
 12.45; 16.33; 80.99; 73.27; 58.88; 58.09
 12.46; 16.31; 81.01; 73.25; 58.88; 58.09
 12.47; 16.29; 81.03; 73.25; 58.87; 58.10
 12.45; 16.29; 81.02; 73.26; 58.87; 58.11
 12.46; 16.28; 81.01; 73.26; 58.89; 58.10
 12.47; 16.27; 81.01; 73.22; 58.91; 58.11
 12.47; 16.27; 81.02; 73.19; 58.93; 58.13
 12.45; 16.27; 81.05; 73.19; 58.94; 58.10
 12.47; 16.26; 81.06; 73.17; 58.93; 58.11
 12.47; 16.25; 81.06; 73.17; 58.93; 58.12
 12.47; 16.25; 81.07; 73.15; 58.95; 58.12
 12.46; 16.24; 81.08; 73.15; 58.93; 58.14
 12.47; 16.22; 81.09; 73.15; 58.95; 58.12
 12.47; 16.22; 81.09; 73.14; 58.94; 58.14
 12.47; 16.23; 81.09; 73.13; 58.95; 58.13
 12.46; 16.22; 81.11; 73.12; 58.97; 58.12
 12.46; 16.21; 81.11; 73.12; 58.97; 58.13
 12.46; 16.20; 81.11; 73.13; 58.97; 58.13
 12.44; 16.23; 81.09; 73.13; 58.99; 58.10
 12.43; 16.25; 81.12; 73.11; 59.00; 58.09
 12.45; 16.24; 81.14; 73.08; 58.98; 58.10
 12.45; 16.24; 81.13; 73.07; 59.00; 58.12
 12.44; 16.24; 81.15; 73.05; 59.01; 58.10
 12.43; 16.25; 81.16; 73.03; 59.01; 58.12
 12.42; 16.24; 81.16; 73.04; 59.03; 58.11
 12.41; 16.25; 81.16; 73.04; 59.02; 58.12
 12.41; 16.26; 81.18; 73.02; 59.03; 58.10
 12.40; 16.26; 81.21; 73.02; 59.03; 58.08
 12.41; 16.24; 81.22; 73.02; 59.02; 58.09
 12.42; 16.24; 81.22; 73.01; 59.02; 58.09
 12.42; 16.24; 81.22; 73.02; 59.02; 58.08
 12.40; 16.25; 81.21; 73.00; 59.04; 58.10
 12.41; 16.24; 81.24; 72.97; 59.04; 58.10
 12.41; 16.25; 81.22; 72.98; 59.06; 58.06
 12.39; 16.26; 81.22; 72.98; 59.09; 58.05
 12.39; 16.25; 81.21; 72.99; 59.12; 58.04
 12.39; 16.26; 81.21; 73.00; 59.13; 58.02
 12.37; 16.29; 81.20; 72.99; 59.13; 58.01
 12.36; 16.29; 81.19; 73.00; 59.17; 57.99
 12.34; 16.32; 81.15; 73.01; 59.19; 57.98
 12.33; 16.34; 81.15; 73.02; 59.18; 57.98
 12.32; 16.34; 81.15; 73.05; 59.17; 57.96
 12.31; 16.35; 81.14; 73.09; 59.17; 57.95
 12.31; 16.35; 81.12; 73.09; 59.16; 57.97
 12.30; 16.34; 81.12; 73.09; 59.20; 57.94
 12.31; 16.33; 81.11; 73.11; 59.23; 57.91
 12.32; 16.33; 81.12; 73.12; 59.21; 57.90
 12.32; 16.32; 81.12; 73.13; 59.23; 57.89
 12.33; 16.34; 81.09; 73.14; 59.23; 57.88
 12.33; 16.33; 81.09; 73.15; 59.24; 57.87
 12.33; 16.32; 81.06; 73.17; 59.25; 57.86
 12.36; 16.30; 81.03; 73.19; 59.26; 57.88
 12.34; 16.30; 81.02; 73.20; 59.27; 57.87
 12.33; 16.32; 81.02; 73.19; 59.29; 57.84
 12.32; 16.31; 81.03; 73.20; 59.31; 57.82
 12.31; 16.33; 81.00; 73.22; 59.32; 57.83
 12.31; 16.32; 81.01; 73.23; 59.32; 57.82
 12.30; 16.35; 80.97; 73.24; 59.36; 57.78
 12.29; 16.37; 80.94; 73.26; 59.39; 57.75
 12.27; 16.37; 80.93; 73.26; 59.42; 57.74
 12.26; 16.38; 80.93; 73.25; 59.43; 57.75
 12.26; 16.37; 80.90; 73.27; 59.47; 57.73
 12.27; 16.36; 80.90; 73.29; 59.47; 57.71
 12.26; 16.37; 80.87; 73.31; 59.48; 57.71
 12.27; 16.36; 80.87; 73.31; 59.48; 57.72
 12.27; 16.36; 80.83; 73.31; 59.52; 57.71
 12.25; 16.37; 80.83; 73.33; 59.52; 57.70
 12.25; 16.38; 80.80; 73.35; 59.52; 57.69
 12.25; 16.39; 80.81; 73.37; 59.50; 57.68
 12.23; 16.39; 80.80; 73.39; 59.50; 57.68
 12.23; 16.38; 80.81; 73.40; 59.51; 57.66
 12.23; 16.42; 80.79; 73.41; 59.51; 57.64
 12.24; 16.40; 80.80; 73.43; 59.50; 57.63
 12.24; 16.42; 80.81; 73.42; 59.46; 57.65
 12.22; 16.43; 80.83; 73.42; 59.47; 57.64
 12.23; 16.44; 80.79; 73.42; 59.49; 57.63
 12.23; 16.45; 80.77; 73.44; 59.50; 57.62
 12.21; 16.46; 80.78; 73.43; 59.50; 57.61
 12.20; 16.47; 80.78; 73.44; 59.50; 57.61
 12.22; 16.48; 80.76; 73.46; 59.49; 57.59
 12.24; 16.50; 80.72; 73.47; 59.50; 57.57
 12.23; 16.50; 80.72; 73.47; 59.53; 57.55
 12.24; 16.48; 80.73; 73.44; 59.55; 57.56
 12.23; 16.50; 80.74; 73.42; 59.54; 57.57
 12.23; 16.51; 80.73; 73.44; 59.52; 57.57
 12.22; 16.53; 80.73; 73.45; 59.51; 57.57
 12.20; 16.53; 80.74; 73.42; 59.51; 57.60
 12.21; 16.54; 80.71; 73.44; 59.52; 57.58
 12.22; 16.53; 80.69; 73.46; 59.52; 57.58
 12.23; 16.52; 80.68; 73.44; 59.54; 57.58
 12.23; 16.52; 80.69; 73.41; 59.57; 57.59
 12.24; 16.52; 80.69; 73.43; 59.57; 57.56
 12.22; 16.53; 80.66; 73.45; 59.58; 57.55
 12.22; 16.53; 80.67; 73.45; 59.58; 57.55
 12.23; 16.51; 80.70; 73.42; 59.59; 57.55
 12.22; 16.51; 80.68; 73.45; 59.58; 57.54
 12.21; 16.54; 80.66; 73.47; 59.57; 57.55
 12.21; 16.55; 80.67; 73.46; 59.55; 57.56
 12.21; 16.56; 80.69; 73.42; 59.54; 57.59
 12.19; 16.59; 80.67; 73.43; 59.57; 57.55
 12.21; 16.59; 80.65; 73.44; 59.56; 57.55
 12.22; 16.61; 80.64; 73.46; 59.52; 57.55
 12.22; 16.60; 80.64; 73.44; 59.53; 57.57
 12.24; 16.60; 80.64; 73.47; 59.51; 57.54
 12.22; 16.62; 80.64; 73.47; 59.52; 57.52
 12.21; 16.62; 80.64; 73.49; 59.52; 57.51
 12.21; 16.62; 80.64; 73.48; 59.52; 57.53
 12.21; 16.63; 80.62; 73.50; 59.52; 57.53
 12.23; 16.62; 80.61; 73.50; 59.52; 57.52
 12.25; 16.61; 80.60; 73.52; 59.50; 57.51
 12.26; 16.59; 80.62; 73.51; 59.50; 57.53
 12.25; 16.61; 80.61; 73.53; 59.50; 57.50
 12.24; 16.62; 80.61; 73.52; 59.52; 57.48
 12.26; 16.62; 80.61; 73.53; 59.50; 57.48
 12.27; 16.61; 80.62; 73.54; 59.47; 57.49
 12.28; 16.63; 80.61; 73.51; 59.48; 57.50
 12.29; 16.63; 80.60; 73.52; 59.48; 57.49
 12.29; 16.63; 80.59; 73.53; 59.49; 57.47
 12.29; 16.64; 80.60; 73.51; 59.47; 57.49
 12.28; 16.66; 80.61; 73.47; 59.46; 57.52
 12.26; 16.68; 80.61; 73.49; 59.47; 57.49
 12.29; 16.69; 80.58; 73.52; 59.46; 57.45
 12.30; 16.67; 80.60; 73.51; 59.45; 57.47
 12.29; 16.69; 80.59; 73.51; 59.43; 57.49
 12.29; 16.70; 80.59; 73.50; 59.46; 57.46
 12.31; 16.71; 80.58; 73.51; 59.45; 57.45
 12.32; 16.70; 80.59; 73.48; 59.45; 57.46
 12.30; 16.70; 80.60; 73.46; 59.44; 57.49
 12.31; 16.72; 80.58; 73.48; 59.46; 57.44
 12.33; 16.74; 80.57; 73.49; 59.43; 57.44
 12.35; 16.74; 80.56; 73.50; 59.42; 57.44
 12.35; 16.74; 80.57; 73.48; 59.42; 57.44
 12.34; 16.74; 80.56; 73.49; 59.43; 57.43
 12.33; 16.77; 80.54; 73.47; 59.45; 57.44
 12.33; 16.77; 80.54; 73.47; 59.45; 57.44
 12.33; 16.79; 80.54; 73.44; 59.45; 57.45
 12.33; 16.79; 80.53; 73.45; 59.45; 57.44
 12.34; 16.80; 80.50; 73.48; 59.43; 57.46
 12.33; 16.81; 80.52; 73.44; 59.44; 57.46
 12.34; 16.81; 80.53; 73.43; 59.43; 57.46
 12.36; 16.81; 80.53; 73.44; 59.43; 57.44
 12.35; 16.80; 80.52; 73.45; 59.44; 57.44
 12.36; 16.79; 80.54; 73.44; 59.44; 57.43
 12.35; 16.81; 80.56; 73.42; 59.44; 57.42
 12.36; 16.80; 80.54; 73.44; 59.45; 57.41
 12.37; 16.81; 80.51; 73.46; 59.44; 57.40
 12.37; 16.79; 80.53; 73.45; 59.44; 57.42
 12.36; 16.82; 80.54; 73.42; 59.42; 57.44
 12.38; 16.82; 80.53; 73.44; 59.41; 57.41
 12.38; 16.86; 80.52; 73.45; 59.37; 57.43
 12.40; 16.84; 80.51; 73.45; 59.37; 57.43
 12.39; 16.84; 80.52; 73.44; 59.37; 57.43
 12.39; 16.85; 80.53; 73.43; 59.38; 57.41
 12.40; 16.86; 80.51; 73.42; 59.40; 57.40
 12.39; 16.88; 80.51; 73.42; 59.40; 57.41
 12.37; 16.88; 80.51; 73.42; 59.40; 57.41
 12.36; 16.89; 80.50; 73.44; 59.40; 57.40
