AntiSquid;Baseline1;Baseline2;Chad;Coac;Conrisc;Fabbiamo;Marasbot;ProphetCoac;ReinforcedGreediness;UJIAgent1;UJIAgent2;UJIAgent3
 43.69; 21.15; 27.91; 78.48; 85.98; 34.72; 43.30; 55.71; 57.77; 60.34; 41.21; 54.24; 45.50
 43.70; 21.15; 27.92; 78.48; 85.97; 34.72; 43.30; 55.71; 57.77; 60.34; 41.20; 54.23; 45.51
 43.70; 21.15; 27.92; 78.48; 85.97; 34.73; 43.30; 55.71; 57.77; 60.34; 41.20; 54.23; 45.51
 43.70; 21.15; 27.92; 78.48; 85.96; 34.74; 43.29; 55.72; 57.78; 60.35; 41.19; 54.23; 45.50
 43.69; 21.15; 27.94; 78.49; 85.96; 34.74; 43.28; 55.71; 57.79; 60.34; 41.18; 54.22; 45.49
 43.69; 21.15; 27.93; 78.49; 85.97; 34.74; 43.29; 55.71; 57.78; 60.34; 41.19; 54.22; 45.49
 43.68; 21.15; 27.95; 78.49; 85.96; 34.75; 43.30; 55.71; 57.78; 60.34; 41.20; 54.22; 45.49
 43.68; 21.16; 27.95; 78.49; 85.96; 34.75; 43.31; 55.70; 57.77; 60.35; 41.19; 54.21; 45.49
 43.69; 21.16; 27.96; 78.50; 85.95; 34.73; 43.30; 55.70; 57.76; 60.36; 41.17; 54.21; 45.50
 43.69; 21.17; 27.96; 78.49; 85.95; 34.74; 43.29; 55.70; 57.76; 60.35; 41.18; 54.22; 45.49
 43.70; 21.16; 27.96; 78.49; 85.95; 34.75; 43.29; 55.71; 57.76; 60.35; 41.17; 54.21; 45.49
 43.70; 21.16; 27.96; 78.50; 85.95; 34.75; 43.28; 55.71; 57.76; 60.35; 41.17; 54.21; 45.49
 43.69; 21.16; 27.96; 78.50; 85.96; 34.74; 43.29; 55.70; 57.76; 60.34; 41.18; 54.21; 45.51
 43.69; 21.16; 27.97; 78.49; 85.95; 34.75; 43.30; 55.70; 57.75; 60.35; 41.17; 54.20; 45.51
 43.69; 21.17; 27.98; 78.49; 85.94; 34.76; 43.30; 55.71; 57.73; 60.35; 41.18; 54.21; 45.51
 43.70; 21.17; 27.98; 78.48; 85.94; 34.76; 43.29; 55.70; 57.72; 60.35; 41.18; 54.21; 45.52
 43.70; 21.18; 27.98; 78.48; 85.94; 34.77; 43.29; 55.71; 57.72; 60.35; 41.18; 54.20; 45.51
 43.70; 21.18; 27.99; 78.49; 85.93; 34.78; 43.28; 55.71; 57.72; 60.35; 41.18; 54.19; 45.50
 43.71; 21.18; 27.99; 78.50; 85.93; 34.77; 43.28; 55.71; 57.73; 60.35; 41.18; 54.18; 45.49
 43.71; 21.18; 27.98; 78.50; 85.93; 34.78; 43.28; 55.69; 57.72; 60.35; 41.18; 54.18; 45.50
 43.71; 21.18; 27.99; 78.49; 85.93; 34.78; 43.30; 55.69; 57.71; 60.36; 41.18; 54.18; 45.49
 43.70; 21.19; 28.00; 78.50; 85.93; 34.78; 43.29; 55.70; 57.70; 60.36; 41.17; 54.18; 45.50
 43.70; 21.18; 28.00; 78.50; 85.92; 34.78; 43.29; 55.70; 57.70; 60.37; 41.16; 54.18; 45.51
 43.71; 21.18; 28.00; 78.51; 85.92; 34.79; 43.27; 55.70; 57.71; 60.36; 41.16; 54.19; 45.50
 43.70; 21.18; 28.00; 78.52; 85.92; 34.78; 43.27; 55.70; 57.72; 60.36; 41.15; 54.20; 45.50
 43.69; 21.17; 28.01; 78.52; 85.92; 34.77; 43.28; 55.70; 57.73; 60.36; 41.15; 54.20; 45.49
 43.69; 21.16; 28.01; 78.53; 85.92; 34.77; 43.28; 55.69; 57.75; 60.36; 41.15; 54.19; 45.50
 43.68; 21.16; 28.01; 78.52; 85.92; 34.77; 43.29; 55.68; 57.75; 60.37; 41.15; 54.20; 45.50
 43.68; 21.16; 28.02; 78.52; 85.92; 34.76; 43.30; 55.68; 57.73; 60.37; 41.15; 54.21; 45.50
 43.70; 21.16; 28.02; 78.51; 85.92; 34.76; 43.29; 55.68; 57.73; 60.38; 41.14; 54.21; 45.51
 43.68; 21.16; 28.02; 78.52; 85.92; 34.76; 43.28; 55.68; 57.73; 60.37; 41.15; 54.21; 45.49
 43.68; 21.17; 28.02; 78.53; 85.91; 34.78; 43.28; 55.69; 57.74; 60.37; 41.15; 54.20; 45.50
 43.67; 21.17; 28.02; 78.54; 85.91; 34.78; 43.28; 55.69; 57.74; 60.37; 41.15; 54.20; 45.49
 43.68; 21.17; 28.02; 78.54; 85.90; 34.78; 43.27; 55.69; 57.75; 60.37; 41.14; 54.20; 45.49
 43.68; 21.18; 28.02; 78.53; 85.90; 34.78; 43.28; 55.69; 57.75; 60.37; 41.14; 54.20; 45.49
 43.68; 21.19; 28.04; 78.53; 85.89; 34.78; 43.27; 55.70; 57.73; 60.37; 41.14; 54.19; 45.48
 43.68; 21.19; 28.05; 78.54; 85.89; 34.78; 43.26; 55.70; 57.74; 60.37; 41.14; 54.19; 45.49
 43.68; 21.19; 28.05; 78.54; 85.89; 34.79; 43.26; 55.69; 57.74; 60.36; 41.14; 54.20; 45.48
 43.68; 21.19; 28.05; 78.54; 85.88; 34.78; 43.25; 55.69; 57.74; 60.37; 41.13; 54.19; 45.49
 43.68; 21.18; 28.06; 78.55; 85.89; 34.78; 43.25; 55.69; 57.74; 60.37; 41.13; 54.19; 45.49
 43.68; 21.19; 28.06; 78.55; 85.89; 34.78; 43.25; 55.68; 57.74; 60.38; 41.13; 54.19; 45.49
 43.67; 21.18; 28.06; 78.54; 85.90; 34.78; 43.26; 55.68; 57.74; 60.38; 41.13; 54.18; 45.50
 43.66; 21.20; 28.07; 78.54; 85.90; 34.77; 43.27; 55.68; 57.73; 60.38; 41.12; 54.19; 45.49
 43.66; 21.19; 28.08; 78.54; 85.88; 34.77; 43.26; 55.69; 57.72; 60.38; 41.12; 54.18; 45.51
 43.66; 21.20; 28.08; 78.53; 85.88; 34.77; 43.26; 55.69; 57.74; 60.38; 41.12; 54.19; 45.50
 43.67; 21.21; 28.08; 78.54; 85.87; 34.78; 43.25; 55.69; 57.73; 60.39; 41.11; 54.19; 45.49
 43.67; 21.20; 28.08; 78.54; 85.87; 34.78; 43.24; 55.68; 57.75; 60.39; 41.11; 54.19; 45.49
 43.68; 21.21; 28.08; 78.55; 85.88; 34.77; 43.23; 55.68; 57.75; 60.39; 41.12; 54.18; 45.49
 43.68; 21.20; 28.08; 78.56; 85.87; 34.78; 43.24; 55.68; 57.74; 60.40; 41.11; 54.17; 45.48
 43.69; 21.20; 28.09; 78.55; 85.88; 34.78; 43.24; 55.69; 57.75; 60.40; 41.11; 54.17; 45.48
 43.68; 21.19; 28.08; 78.55; 85.88; 34.78; 43.24; 55.68; 57.75; 60.41; 41.11; 54.18; 45.48
 43.69; 21.19; 28.09; 78.55; 85.88; 34.78; 43.23; 55.67; 57.75; 60.41; 41.11; 54.17; 45.48
 43.69; 21.19; 28.10; 78.55; 85.88; 34.78; 43.23; 55.68; 57.75; 60.41; 41.11; 54.16; 45.47
 43.69; 21.19; 28.09; 78.55; 85.88; 34.77; 43.24; 55.68; 57.76; 60.41; 41.11; 54.17; 45.47
 43.70; 21.20; 28.09; 78.54; 85.88; 34.76; 43.23; 55.68; 57.76; 60.41; 41.11; 54.18; 45.48
 43.70; 21.19; 28.09; 78.55; 85.87; 34.77; 43.25; 55.69; 57.74; 60.41; 41.10; 54.17; 45.48
 43.70; 21.19; 28.10; 78.53; 85.87; 34.76; 43.25; 55.69; 57.73; 60.40; 41.12; 54.18; 45.48
 43.69; 21.19; 28.09; 78.54; 85.86; 34.77; 43.26; 55.67; 57.73; 60.41; 41.13; 54.18; 45.48
 43.69; 21.21; 28.09; 78.54; 85.86; 34.78; 43.25; 55.66; 57.72; 60.41; 41.13; 54.17; 45.48
 43.69; 21.20; 28.10; 78.54; 85.86; 34.78; 43.26; 55.67; 57.72; 60.41; 41.13; 54.16; 45.48
 43.68; 21.20; 28.10; 78.55; 85.85; 34.77; 43.27; 55.67; 57.73; 60.40; 41.12; 54.18; 45.48
 43.68; 21.21; 28.09; 78.56; 85.86; 34.76; 43.27; 55.67; 57.71; 60.40; 41.13; 54.17; 45.49
 43.67; 21.21; 28.09; 78.56; 85.85; 34.77; 43.27; 55.69; 57.70; 60.40; 41.12; 54.16; 45.50
 43.66; 21.21; 28.10; 78.55; 85.85; 34.77; 43.26; 55.69; 57.69; 60.41; 41.13; 54.16; 45.50
 43.67; 21.21; 28.10; 78.55; 85.85; 34.77; 43.26; 55.67; 57.70; 60.42; 41.14; 54.17; 45.50
 43.67; 21.21; 28.10; 78.56; 85.85; 34.78; 43.25; 55.66; 57.70; 60.42; 41.12; 54.17; 45.51
 43.67; 21.21; 28.11; 78.56; 85.85; 34.77; 43.25; 55.67; 57.71; 60.42; 41.13; 54.16; 45.50
 43.67; 21.22; 28.11; 78.56; 85.84; 34.76; 43.25; 55.67; 57.71; 60.41; 41.13; 54.17; 45.50
 43.68; 21.22; 28.10; 78.56; 85.84; 34.76; 43.25; 55.67; 57.71; 60.41; 41.13; 54.16; 45.51
 43.68; 21.21; 28.10; 78.56; 85.84; 34.77; 43.26; 55.68; 57.70; 60.41; 41.12; 54.16; 45.50
 43.67; 21.22; 28.11; 78.56; 85.84; 34.77; 43.25; 55.69; 57.69; 60.42; 41.12; 54.17; 45.50
 43.66; 21.22; 28.10; 78.56; 85.83; 34.76; 43.26; 55.68; 57.69; 60.42; 41.13; 54.19; 45.50
 43.66; 21.22; 28.10; 78.57; 85.84; 34.76; 43.25; 55.68; 57.68; 60.42; 41.13; 54.19; 45.50
 43.65; 21.22; 28.10; 78.57; 85.84; 34.76; 43.25; 55.68; 57.69; 60.41; 41.13; 54.19; 45.51
 43.64; 21.22; 28.10; 78.57; 85.84; 34.75; 43.27; 55.68; 57.70; 60.40; 41.12; 54.18; 45.52
 43.64; 21.24; 28.09; 78.56; 85.84; 34.73; 43.28; 55.68; 57.71; 60.39; 41.13; 54.18; 45.52
 43.64; 21.24; 28.09; 78.57; 85.83; 34.73; 43.28; 55.69; 57.71; 60.39; 41.12; 54.19; 45.52
 43.64; 21.24; 28.10; 78.56; 85.83; 34.74; 43.28; 55.69; 57.70; 60.38; 41.12; 54.20; 45.51
 43.64; 21.25; 28.10; 78.56; 85.83; 34.74; 43.29; 55.66; 57.70; 60.38; 41.13; 54.21; 45.51
 43.65; 21.24; 28.11; 78.56; 85.82; 34.73; 43.28; 55.66; 57.71; 60.38; 41.13; 54.21; 45.52
 43.64; 21.24; 28.11; 78.55; 85.82; 34.73; 43.29; 55.66; 57.72; 60.39; 41.13; 54.20; 45.50
 43.64; 21.26; 28.10; 78.56; 85.82; 34.71; 43.29; 55.66; 57.73; 60.39; 41.13; 54.20; 45.51
 43.65; 21.26; 28.10; 78.56; 85.82; 34.72; 43.28; 55.66; 57.72; 60.39; 41.13; 54.20; 45.51
 43.64; 21.25; 28.09; 78.57; 85.81; 34.72; 43.29; 55.67; 57.71; 60.39; 41.13; 54.20; 45.51
 43.64; 21.25; 28.10; 78.56; 85.81; 34.72; 43.29; 55.67; 57.70; 60.40; 41.13; 54.20; 45.52
 43.63; 21.25; 28.10; 78.57; 85.81; 34.71; 43.29; 55.66; 57.71; 60.41; 41.14; 54.21; 45.52
 43.63; 21.25; 28.11; 78.56; 85.81; 34.72; 43.28; 55.66; 57.71; 60.41; 41.14; 54.20; 45.53
 43.63; 21.24; 28.11; 78.56; 85.81; 34.71; 43.27; 55.67; 57.72; 60.41; 41.14; 54.20; 45.52
 43.64; 21.24; 28.11; 78.57; 85.81; 34.70; 43.27; 55.67; 57.73; 60.41; 41.14; 54.20; 45.52
 43.65; 21.24; 28.10; 78.57; 85.81; 34.70; 43.27; 55.66; 57.73; 60.41; 41.14; 54.19; 45.53
 43.65; 21.24; 28.10; 78.58; 85.80; 34.71; 43.27; 55.67; 57.72; 60.41; 41.13; 54.19; 45.53
 43.65; 21.24; 28.11; 78.57; 85.79; 34.71; 43.28; 55.67; 57.72; 60.42; 41.14; 54.18; 45.52
 43.65; 21.24; 28.11; 78.58; 85.79; 34.70; 43.27; 55.65; 57.73; 60.42; 41.15; 54.18; 45.52
 43.65; 21.24; 28.11; 78.58; 85.80; 34.71; 43.28; 55.65; 57.73; 60.42; 41.14; 54.18; 45.53
 43.65; 21.24; 28.11; 78.59; 85.79; 34.70; 43.28; 55.66; 57.74; 60.43; 41.14; 54.17; 45.52
 43.65; 21.24; 28.12; 78.59; 85.79; 34.69; 43.29; 55.66; 57.74; 60.41; 41.15; 54.16; 45.51
 43.66; 21.24; 28.11; 78.59; 85.79; 34.68; 43.29; 55.65; 57.74; 60.41; 41.15; 54.17; 45.52
 43.67; 21.23; 28.12; 78.59; 85.79; 34.69; 43.29; 55.66; 57.73; 60.41; 41.14; 54.15; 45.52
 43.66; 21.23; 28.13; 78.58; 85.78; 34.69; 43.29; 55.66; 57.73; 60.42; 41.15; 54.16; 45.52
 43.65; 21.23; 28.12; 78.59; 85.78; 34.69; 43.30; 55.65; 57.74; 60.42; 41.16; 54.16; 45.53
 43.66; 21.23; 28.13; 78.58; 85.78; 34.69; 43.29; 55.64; 57.73; 60.43; 41.15; 54.16; 45.53
 43.64; 21.22; 28.13; 78.59; 85.77; 34.70; 43.29; 55.64; 57.74; 60.43; 41.15; 54.15; 45.53
 43.65; 21.23; 28.13; 78.59; 85.77; 34.69; 43.30; 55.64; 57.75; 60.43; 41.15; 54.16; 45.52
 43.65; 21.24; 28.12; 78.58; 85.77; 34.68; 43.30; 55.65; 57.75; 60.43; 41.15; 54.14; 45.53
 43.65; 21.23; 28.12; 78.59; 85.77; 34.68; 43.30; 55.66; 57.75; 60.43; 41.15; 54.14; 45.53
 43.65; 21.23; 28.14; 78.58; 85.76; 34.69; 43.29; 55.66; 57.75; 60.44; 41.15; 54.13; 45.53
 43.65; 21.24; 28.13; 78.59; 85.76; 34.68; 43.30; 55.65; 57.74; 60.44; 41.16; 54.14; 45.53
 43.65; 21.24; 28.14; 78.59; 85.76; 34.68; 43.30; 55.64; 57.74; 60.44; 41.16; 54.14; 45.52
 43.64; 21.24; 28.15; 78.59; 85.76; 34.68; 43.30; 55.64; 57.74; 60.44; 41.16; 54.13; 45.51
 43.64; 21.25; 28.15; 78.60; 85.75; 34.67; 43.30; 55.64; 57.75; 60.44; 41.16; 54.14; 45.51
 43.64; 21.25; 28.14; 78.61; 85.76; 34.67; 43.31; 55.63; 57.74; 60.44; 41.16; 54.14; 45.51
 43.65; 21.24; 28.14; 78.60; 85.75; 34.69; 43.30; 55.64; 57.75; 60.45; 41.16; 54.14; 45.50
 43.65; 21.24; 28.15; 78.59; 85.75; 34.68; 43.29; 55.65; 57.74; 60.46; 41.16; 54.14; 45.49
 43.66; 21.24; 28.15; 78.59; 85.74; 34.68; 43.30; 55.64; 57.74; 60.46; 41.16; 54.14; 45.49
 43.66; 21.24; 28.16; 78.59; 85.74; 34.68; 43.29; 55.64; 57.74; 60.47; 41.16; 54.14; 45.50
 43.65; 21.24; 28.16; 78.59; 85.74; 34.67; 43.29; 55.65; 57.74; 60.47; 41.16; 54.14; 45.49
 43.66; 21.24; 28.16; 78.60; 85.74; 34.67; 43.30; 55.65; 57.75; 60.47; 41.15; 54.14; 45.49
 43.65; 21.23; 28.16; 78.59; 85.74; 34.68; 43.29; 55.65; 57.75; 60.46; 41.15; 54.15; 45.48
 43.66; 21.23; 28.17; 78.60; 85.74; 34.68; 43.29; 55.65; 57.74; 60.47; 41.16; 54.14; 45.49
 43.66; 21.23; 28.17; 78.60; 85.74; 34.67; 43.28; 55.65; 57.74; 60.48; 41.15; 54.14; 45.49
 43.66; 21.23; 28.17; 78.59; 85.74; 34.67; 43.29; 55.66; 57.73; 60.48; 41.16; 54.14; 45.49
 43.66; 21.24; 28.17; 78.60; 85.74; 34.67; 43.28; 55.66; 57.72; 60.48; 41.16; 54.14; 45.50
 43.67; 21.23; 28.17; 78.60; 85.74; 34.67; 43.28; 55.66; 57.71; 60.48; 41.15; 54.13; 45.51
 43.66; 21.22; 28.18; 78.60; 85.74; 34.68; 43.28; 55.67; 57.70; 60.48; 41.15; 54.12; 45.51
 43.66; 21.22; 28.18; 78.60; 85.74; 34.68; 43.28; 55.67; 57.70; 60.48; 41.15; 54.12; 45.51
 43.66; 21.22; 28.18; 78.59; 85.74; 34.68; 43.29; 55.67; 57.71; 60.48; 41.15; 54.12; 45.52
 43.65; 21.23; 28.19; 78.59; 85.74; 34.67; 43.28; 55.67; 57.71; 60.48; 41.15; 54.12; 45.52
 43.66; 21.23; 28.19; 78.59; 85.74; 34.67; 43.30; 55.67; 57.70; 60.48; 41.14; 54.12; 45.52
 43.66; 21.23; 28.18; 78.59; 85.74; 34.68; 43.30; 55.67; 57.69; 60.48; 41.14; 54.11; 45.52
 43.67; 21.22; 28.18; 78.59; 85.74; 34.69; 43.29; 55.67; 57.69; 60.47; 41.14; 54.11; 45.53
 43.66; 21.22; 28.19; 78.59; 85.74; 34.68; 43.29; 55.67; 57.69; 60.48; 41.14; 54.12; 45.54
 43.68; 21.21; 28.19; 78.59; 85.73; 34.68; 43.30; 55.66; 57.69; 60.48; 41.13; 54.11; 45.54
 43.67; 21.20; 28.20; 78.60; 85.74; 34.68; 43.31; 55.67; 57.69; 60.48; 41.12; 54.10; 45.55
 43.67; 21.20; 28.20; 78.59; 85.74; 34.68; 43.30; 55.68; 57.68; 60.48; 41.13; 54.10; 45.55
 43.66; 21.19; 28.21; 78.59; 85.74; 34.67; 43.30; 55.69; 57.68; 60.47; 41.14; 54.11; 45.55
 43.67; 21.18; 28.21; 78.60; 85.74; 34.66; 43.31; 55.69; 57.67; 60.47; 41.14; 54.11; 45.55
 43.66; 21.18; 28.21; 78.60; 85.74; 34.67; 43.31; 55.70; 57.67; 60.47; 41.13; 54.10; 45.56
 43.67; 21.17; 28.21; 78.59; 85.74; 34.67; 43.31; 55.71; 57.67; 60.48; 41.12; 54.09; 45.56
 43.67; 21.18; 28.21; 78.60; 85.75; 34.66; 43.31; 55.71; 57.66; 60.48; 41.12; 54.09; 45.56
 43.68; 21.18; 28.21; 78.60; 85.74; 34.66; 43.32; 55.70; 57.66; 60.47; 41.12; 54.09; 45.56
 43.67; 21.18; 28.22; 78.60; 85.74; 34.67; 43.32; 55.70; 57.66; 60.47; 41.11; 54.09; 45.56
 43.67; 21.18; 28.21; 78.60; 85.74; 34.67; 43.32; 55.71; 57.65; 60.48; 41.12; 54.08; 45.57
 43.66; 21.18; 28.21; 78.61; 85.74; 34.66; 43.31; 55.71; 57.66; 60.48; 41.12; 54.09; 45.56
 43.67; 21.18; 28.21; 78.62; 85.74; 34.65; 43.32; 55.71; 57.65; 60.48; 41.12; 54.09; 45.56
 43.68; 21.17; 28.21; 78.61; 85.74; 34.65; 43.32; 55.71; 57.64; 60.48; 41.13; 54.08; 45.57
 43.68; 21.17; 28.21; 78.61; 85.74; 34.65; 43.31; 55.71; 57.65; 60.49; 41.13; 54.08; 45.57
 43.68; 21.17; 28.22; 78.61; 85.73; 34.65; 43.33; 55.70; 57.63; 60.49; 41.13; 54.08; 45.58
 43.68; 21.16; 28.22; 78.62; 85.74; 34.65; 43.32; 55.71; 57.63; 60.50; 41.13; 54.07; 45.59
 43.68; 21.16; 28.22; 78.62; 85.74; 34.64; 43.33; 55.70; 57.63; 60.50; 41.13; 54.07; 45.58
 43.69; 21.16; 28.23; 78.62; 85.73; 34.63; 43.34; 55.71; 57.62; 60.49; 41.12; 54.07; 45.58
 43.69; 21.15; 28.23; 78.62; 85.74; 34.63; 43.34; 55.71; 57.62; 60.50; 41.12; 54.06; 45.58
 43.70; 21.15; 28.24; 78.62; 85.74; 34.62; 43.33; 55.71; 57.62; 60.50; 41.12; 54.07; 45.58
 43.70; 21.15; 28.25; 78.62; 85.73; 34.62; 43.33; 55.71; 57.62; 60.50; 41.11; 54.06; 45.59
 43.71; 21.14; 28.25; 78.62; 85.73; 34.63; 43.32; 55.71; 57.63; 60.50; 41.11; 54.05; 45.59
 43.71; 21.14; 28.26; 78.62; 85.72; 34.62; 43.33; 55.71; 57.62; 60.50; 41.11; 54.06; 45.59
 43.72; 21.14; 28.26; 78.62; 85.71; 34.61; 43.34; 55.70; 57.62; 60.50; 41.11; 54.06; 45.59
 43.72; 21.14; 28.26; 78.61; 85.72; 34.61; 43.34; 55.70; 57.61; 60.51; 41.12; 54.06; 45.60
 43.71; 21.15; 28.26; 78.61; 85.72; 34.62; 43.33; 55.69; 57.62; 60.51; 41.12; 54.05; 45.60
 43.72; 21.15; 28.26; 78.62; 85.72; 34.62; 43.33; 55.69; 57.61; 60.52; 41.11; 54.05; 45.60
 43.71; 21.15; 28.27; 78.63; 85.72; 34.61; 43.34; 55.69; 57.60; 60.52; 41.10; 54.05; 45.61
 43.71; 21.16; 28.27; 78.63; 85.71; 34.62; 43.33; 55.68; 57.61; 60.53; 41.10; 54.05; 45.62
 43.71; 21.15; 28.27; 78.62; 85.71; 34.62; 43.33; 55.68; 57.60; 60.54; 41.10; 54.06; 45.62
 43.70; 21.17; 28.27; 78.62; 85.72; 34.62; 43.32; 55.68; 57.59; 60.54; 41.09; 54.06; 45.62
 43.69; 21.17; 28.27; 78.63; 85.71; 34.63; 43.33; 55.67; 57.60; 60.54; 41.08; 54.07; 45.62
 43.69; 21.17; 28.25; 78.63; 85.72; 34.62; 43.33; 55.68; 57.59; 60.55; 41.07; 54.07; 45.62
 43.68; 21.18; 28.27; 78.63; 85.72; 34.62; 43.33; 55.68; 57.58; 60.55; 41.06; 54.07; 45.63
 43.68; 21.18; 28.26; 78.63; 85.72; 34.62; 43.33; 55.68; 57.59; 60.55; 41.06; 54.07; 45.63
 43.68; 21.17; 28.26; 78.64; 85.72; 34.62; 43.33; 55.68; 57.59; 60.56; 41.05; 54.07; 45.64
 43.67; 21.17; 28.27; 78.64; 85.72; 34.62; 43.33; 55.68; 57.59; 60.56; 41.03; 54.07; 45.65
 43.67; 21.17; 28.27; 78.64; 85.72; 34.62; 43.32; 55.68; 57.60; 60.56; 41.03; 54.08; 45.64
 43.68; 21.16; 28.27; 78.65; 85.72; 34.62; 43.32; 55.67; 57.61; 60.56; 41.02; 54.07; 45.64
 43.67; 21.17; 28.28; 78.65; 85.72; 34.61; 43.32; 55.67; 57.61; 60.57; 41.01; 54.07; 45.65
 43.67; 21.18; 28.26; 78.65; 85.72; 34.62; 43.32; 55.66; 57.62; 60.58; 41.01; 54.07; 45.65
 43.67; 21.18; 28.26; 78.66; 85.72; 34.61; 43.31; 55.65; 57.61; 60.58; 41.01; 54.07; 45.66
 43.67; 21.19; 28.27; 78.66; 85.73; 34.60; 43.31; 55.64; 57.61; 60.58; 41.01; 54.07; 45.67
 43.67; 21.18; 28.27; 78.66; 85.73; 34.60; 43.31; 55.63; 57.63; 60.58; 41.01; 54.08; 45.66
 43.67; 21.18; 28.26; 78.66; 85.73; 34.59; 43.31; 55.63; 57.63; 60.59; 41.00; 54.07; 45.67
 43.67; 21.19; 28.28; 78.66; 85.73; 34.59; 43.30; 55.63; 57.64; 60.59; 40.99; 54.07; 45.67
 43.66; 21.19; 28.27; 78.66; 85.73; 34.60; 43.30; 55.62; 57.65; 60.60; 40.99; 54.06; 45.67
 43.66; 21.19; 28.27; 78.66; 85.73; 34.59; 43.30; 55.62; 57.64; 60.61; 40.99; 54.05; 45.68
 43.66; 21.19; 28.27; 78.67; 85.73; 34.59; 43.29; 55.61; 57.64; 60.60; 40.98; 54.07; 45.69
 43.66; 21.19; 28.26; 78.67; 85.73; 34.59; 43.29; 55.60; 57.65; 60.61; 40.98; 54.06; 45.70
 43.64; 21.18; 28.26; 78.68; 85.73; 34.58; 43.30; 55.61; 57.65; 60.61; 40.98; 54.06; 45.70
 43.64; 21.19; 28.27; 78.68; 85.73; 34.57; 43.30; 55.61; 57.65; 60.61; 40.97; 54.06; 45.70
 43.64; 21.20; 28.27; 78.68; 85.72; 34.58; 43.28; 55.61; 57.67; 60.62; 40.96; 54.07; 45.70
 43.65; 21.19; 28.28; 78.69; 85.72; 34.57; 43.28; 55.62; 57.66; 60.61; 40.95; 54.06; 45.70
 43.65; 21.19; 28.27; 78.68; 85.73; 34.57; 43.28; 55.62; 57.66; 60.61; 40.97; 54.06; 45.71
 43.65; 21.19; 28.27; 78.68; 85.74; 34.56; 43.29; 55.63; 57.67; 60.60; 40.97; 54.04; 45.72
 43.65; 21.18; 28.28; 78.67; 85.74; 34.56; 43.29; 55.63; 57.67; 60.59; 40.97; 54.05; 45.72
 43.65; 21.18; 28.28; 78.67; 85.75; 34.55; 43.28; 55.63; 57.68; 60.59; 40.96; 54.05; 45.72
 43.64; 21.18; 28.27; 78.67; 85.75; 34.55; 43.29; 55.63; 57.69; 60.59; 40.97; 54.05; 45.72
 43.64; 21.18; 28.27; 78.67; 85.75; 34.55; 43.29; 55.64; 57.69; 60.57; 40.97; 54.06; 45.72
 43.65; 21.18; 28.26; 78.67; 85.76; 34.55; 43.29; 55.64; 57.69; 60.56; 40.97; 54.05; 45.73
 43.65; 21.18; 28.26; 78.67; 85.76; 34.55; 43.30; 55.64; 57.70; 60.56; 40.96; 54.04; 45.73
 43.65; 21.18; 28.26; 78.67; 85.76; 34.54; 43.31; 55.65; 57.69; 60.55; 40.96; 54.04; 45.72
 43.65; 21.18; 28.26; 78.67; 85.77; 34.54; 43.30; 55.65; 57.69; 60.56; 40.97; 54.03; 45.73
 43.64; 21.18; 28.27; 78.67; 85.78; 34.53; 43.31; 55.65; 57.70; 60.55; 40.97; 54.03; 45.73
 43.64; 21.17; 28.27; 78.67; 85.77; 34.54; 43.30; 55.67; 57.70; 60.55; 40.97; 54.03; 45.73
 43.65; 21.17; 28.26; 78.67; 85.78; 34.54; 43.29; 55.66; 57.70; 60.55; 40.98; 54.02; 45.73
 43.64; 21.17; 28.26; 78.66; 85.78; 34.55; 43.29; 55.67; 57.71; 60.54; 40.98; 54.02; 45.73
 43.64; 21.16; 28.26; 78.67; 85.78; 34.54; 43.30; 55.67; 57.71; 60.53; 40.97; 54.02; 45.74
 43.65; 21.16; 28.25; 78.66; 85.78; 34.54; 43.29; 55.67; 57.72; 60.53; 40.97; 54.02; 45.74
 43.65; 21.17; 28.25; 78.65; 85.79; 34.55; 43.30; 55.68; 57.72; 60.53; 40.97; 54.01; 45.74
 43.66; 21.17; 28.24; 78.65; 85.78; 34.54; 43.31; 55.68; 57.71; 60.52; 40.97; 54.01; 45.74
 43.67; 21.17; 28.24; 78.65; 85.79; 34.54; 43.30; 55.67; 57.72; 60.52; 40.96; 54.01; 45.74
 43.67; 21.17; 28.24; 78.66; 85.79; 34.55; 43.31; 55.68; 57.72; 60.52; 40.97; 54.00; 45.74
 43.67; 21.17; 28.23; 78.66; 85.79; 34.55; 43.31; 55.68; 57.72; 60.52; 40.97; 54.00; 45.74
 43.69; 21.16; 28.23; 78.66; 85.79; 34.55; 43.30; 55.68; 57.72; 60.51; 40.97; 54.00; 45.74
 43.69; 21.16; 28.23; 78.66; 85.79; 34.55; 43.30; 55.67; 57.73; 60.50; 40.97; 53.99; 45.74
 43.69; 21.16; 28.24; 78.67; 85.79; 34.54; 43.31; 55.67; 57.73; 60.50; 40.97; 53.99; 45.73
 43.71; 21.16; 28.23; 78.66; 85.79; 34.54; 43.31; 55.67; 57.74; 60.50; 40.97; 53.98; 45.73
 43.71; 21.16; 28.23; 78.66; 85.80; 34.54; 43.31; 55.67; 57.74; 60.50; 40.97; 53.98; 45.73
 43.72; 21.16; 28.23; 78.65; 85.80; 34.54; 43.32; 55.68; 57.74; 60.49; 40.97; 53.98; 45.74
 43.74; 21.16; 28.22; 78.65; 85.80; 34.54; 43.31; 55.67; 57.74; 60.49; 40.97; 53.97; 45.75
